"sample_nr","tb_mean","variable","value"
54,10.4,"Pirbuterol",0.134035474778576
55,10.2,"Pirbuterol",-0.13091499348719
56,10,"Pirbuterol",0.951053526335289
57,9.7,"Pirbuterol",-0.263926230695419
58,9.3,"Pirbuterol",-0.348930945278011
59,9.1,"Pirbuterol",-0.370944959602089
60,8.9,"Pirbuterol",-0.455074753306345
61,8.6,"Pirbuterol",-0.4391121078722
62,8.5,"Pirbuterol",-0.482663723484738
63,8.3,"Pirbuterol",-0.531665412179798
64,8.1,"Pirbuterol",-1.25630954801606
65,7.9,"Pirbuterol",-0.51895634014593
66,7.7,"Pirbuterol",-0.475680957898063
67,7.6,"Pirbuterol",-0.533495777448851
68,7.5,"Pirbuterol",-0.559543616472484
69,7.5,"Pirbuterol",-0.780506560916625
70,7.5,"Pirbuterol",-0.76068454295562
71,7.5,"Pirbuterol",-0.561081169446323
72,7.7,"Pirbuterol",1.66635990300327
73,7.9,"Pirbuterol",-0.485265839157611
74,8,"Pirbuterol",-0.743310293434375
75,8,"Pirbuterol",-0.733449060452064
76,7.8,"Pirbuterol",-1.20613001299374
77,7.7,"Pirbuterol",-0.73033052900545
78,7.6,"Pirbuterol",-0.564218833388033
79,7.6,"Pirbuterol",-0.591918796898383
80,7.6,"Pirbuterol",-0.261431927038055
81,7.6,"Pirbuterol",-0.90067102085761
82,15,"Pirbuterol",-0.0454989487034873
83,34.3,"Pirbuterol",0.598976915227169
84,34.4,"Pirbuterol",1.05904567064912
85,34.4,"Pirbuterol",1.47833917768934
86,34.4,"Pirbuterol",1.3575334308041
87,34.7,"Pirbuterol",1.16008484868318
88,34.3,"Pirbuterol",0.484068279392272
89,34.5,"Pirbuterol",1.54059728343436
90,34.3,"Pirbuterol",1.55312312323778
91,34.7,"Pirbuterol",1.53836569705475
92,34.7,"Pirbuterol",1.67459780089784
93,33.8,"Pirbuterol",0.597399876234771
94,33.4,"Pirbuterol",0.70281055389668
95,33.5,"Pirbuterol",0.684573201282064
96,33.3,"Pirbuterol",0.53672436464631
97,35,"Pirbuterol",0.595552353447847
98,35.7,"Pirbuterol",0.175656381803984
99,34.7,"Pirbuterol",0.970834411082152
100,34.2,"Pirbuterol",0.0477555516220986
1,35.2,"Moxnidazole",-0.0740606072864516
2,34.7,"Moxnidazole",-0.136340654523176
3,35,"Moxnidazole",-0.0428400007213449
4,30.9,"Moxnidazole",-0.0315255957928648
5,24.3,"Moxnidazole",-0.013323541910385
6,18.1,"Moxnidazole",-0.456621235063772
7,13,"Moxnidazole",0.0599299963075257
8,10.7,"Moxnidazole",-1.7541219144912
9,10,"Moxnidazole",0.454376977827545
10,9.3,"Moxnidazole",0.63554982291181
11,8.9,"Moxnidazole",0.661683427987259
12,8.8,"Moxnidazole",0.611335434521454
13,8.7,"Moxnidazole",0.436502596371948
14,8.7,"Moxnidazole",0.430369377223345
15,8.6,"Moxnidazole",0.289100144063499
16,8.6,"Moxnidazole",0.585952616435363
17,8.8,"Moxnidazole",0.304974609420753
18,9,"Moxnidazole",0.646781803087252
19,9.2,"Moxnidazole",-0.148708117396304
20,9.4,"Moxnidazole",0.903134877485414
21,9.7,"Moxnidazole",0.742780235306107
22,10,"Moxnidazole",1.17356879838144
23,10,"Moxnidazole",0.868053979404489
24,9.9,"Moxnidazole",1.36687522816527
